genres,title,release_date,price,early_access,sentiment,metascore
['Action'],Street Fighter X Tekken: Marduk (Swap Costume),2012-07-24,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: Hwoarang (Swap Costume),2012-07-24,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: Bob (Swap Costume),2012-07-24,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: Steve (Swap Costume),2012-07-24,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: Kazuya (Swap Costume),2012-07-20,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: Heihachi (Swap Costume),2012-07-20,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: Asuka (Swap Costume),2012-07-20,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: Akuma (Swap Costume),2012-07-20,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: M.Bison (Swap Costume),2012-07-20,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: Rufus (Swap Costume),2012-07-20,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: Balrog (Swap Costume),2012-07-20,0.99,False,Sin comentarios,0.0
['Strategy'],Magic 2013 “Born of Flame” Deck Key,2012-07-11,0.99,False,Sin comentarios,0.0
['Strategy'],Magic 2013 “Celestial Light” Deck Key,2012-07-11,0.99,False,Sin comentarios,0.0
['Strategy'],Magic 2013 “Crosswinds” Deck Key,2012-07-11,0.99,False,Sin comentarios,0.0
['Strategy'],Magic 2013 “Exalted Darkness” Deck Key,2012-07-11,0.99,False,Sin comentarios,0.0
['Strategy'],Magic 2013 “Peacekeepers” Deck Key,2012-07-11,0.99,False,Sin comentarios,0.0
['Strategy'],Magic 2013 “Dream Puppets” Foil Conversion,2012-07-11,0.99,False,1 user reviews,0.0
['Strategy'],Magic 2013 “Obedient Dead” Deck Key,2012-07-11,0.99,False,Sin comentarios,0.0
['Strategy'],Magic 2013 “Ancient Wilds” Deck Key,2012-07-11,0.99,False,Sin comentarios,0.0
['Strategy'],Magic 2013 “Pack Instinct” Foil Conversion,2012-07-11,0.99,False,1 user reviews,0.0
['Strategy'],Magic 2013 “Born of Flame” Foil Conversion,2012-07-11,0.99,False,1 user reviews,0.0
['Strategy'],Magic 2013 “Dream Puppets” Deck Key,2012-07-11,0.99,False,1 user reviews,0.0
['Strategy'],Magic 2013 “Celestial Light” Foil Conversion,2012-07-11,0.99,False,1 user reviews,0.0
['Strategy'],Magic 2013 “Crosswinds” Foil Conversion,2012-07-11,0.99,False,1 user reviews,0.0
['Strategy'],Magic 2013 “Ancient Wilds” Foil Conversion,2012-07-11,0.99,False,1 user reviews,0.0
['Strategy'],Magic 2013 “Peacekeepers” Foil Conversion,2012-07-11,0.99,False,1 user reviews,0.0
['Strategy'],Magic 2013 “Exalted Darkness” Foil Conversion,2012-07-11,0.99,False,1 user reviews,0.0
"['Sports', 'Strategy']",Dungeonbowl - Knockout Edition,2012-07-02,12.99,False,Mostly Negative,0.0
['Action'],Saints Row: The Third - Genki Girl Pack,2012-07-03,2.99,False,Mostly Positive,0.0
"['Action', 'RPG']",Game of Thrones - Weapon Pack,2012-07-02,2.99,False,Positive,0.0
['Strategy'],Endless Space® - Collection,2012-07-04,19.99,False,Very Positive,77.0
['Action'],Killing Floor - Urban Nightmare Character Pack,2012-07-05,7.99,False,Positive,0.0
['Indie'],Adventures of Shuggy,2012-06-13,4.99,False,Very Positive,0.0
"['RPG', 'Simulation', 'Strategy']",Jagged Alliance - Back in Action: Point Blank DLC,2012-06-13,4.99,False,5 user reviews,0.0
"['Action', 'Adventure']",Rune Classic,2001-11-18,9.99,False,Very Positive,0.0
"['Strategy', 'Simulation']",Airline Tycoon 2: Falcon Airlines DLC,2012-06-13,5.99,False,Sin comentarios,0.0
"['Indie', 'Casual']",Splice Soundtrack,2012-06-13,4.99,False,1 user reviews,0.0
['Strategy'],Napoleon: Total War - Imperial Eagle Pack,2012-06-18,2.99,False,Positive,0.0
['Strategy'],Napoleon: Total War - Heroes of the Napoleonic Wars,2012-06-18,2.99,False,Positive,0.0
"['Action', 'RPG']",Magicka: The Other Side of the Coin,2012-06-19,4.99,False,Mixed,0.0
['Indie'],Tiny and Big: Grandpa's Leftovers,2012-06-19,9.99,False,Very Positive,75.0
"['RPG', 'Strategy']",SpellForce 2: Faith in Destiny,2012-06-19,14.99,False,Mixed,55.0
"['Casual', 'Indie', 'Simulation']",Roller Coaster Rampage,2012-06-19,9.99,False,Mixed,0.0
['Strategy'],Magic: The Gathering - Duels of the Planeswalkers 2013,2012-06-20,9.99,False,Very Positive,77.0
['Racing'],Ridge Racer™ Unbounded - Extended Pack: 3 Vehicles + 5 Paint Jobs,2012-06-21,3.99,False,1 user reviews,0.0
"['RPG', 'Strategy']",SpellForce 2 - Faith in Destiny - Digital Extras,2012-06-19,9.99,False,4 user reviews,0.0
['Simulation'],Train Simulator: London to Brighton Route Add-On,2012-06-07,19.99,False,Very Positive,0.0
['Simulation'],Train Simulator: Isle of Wight Route Add-On,2012-06-07,12.99,False,Positive,0.0
['Simulation'],Train Simulator: Northeast Corridor: New York - Philadelphia Route Add-On,2012-06-07,19.99,False,Mixed,0.0
['Strategy'],Sid Meier's Civilization V: Gods and Kings,2012-06-18,29.99,False,Very Positive,0.0
['Racing'],Ridge Racer™ Unbounded - Ridge Racer™ 7 Machine Pack,2012-06-07,1.99,False,2 user reviews,0.0
['Simulation'],Train Simulator: Southern Class 421 ‘4CIG’ EMU Add-On,2012-06-07,8.99,False,Positive,0.0
"['Action', 'RPG']",Game of Thrones,2012-06-07,14.99,False,Mostly Positive,58.0
['Racing'],Bang Bang Racing,2012-06-08,9.99,False,Very Positive,0.0
"['Action', 'Adventure']",Spec Ops: The Line,2012-06-25,29.99,False,Very Positive,76.0
"['Indie', 'Strategy']",Sins of a Solar Empire®: Rebellion,2012-06-12,39.99,False,Very Positive,82.0
"['Action', 'Adventure', 'Strategy', 'RPG', 'Indie']",Krater - Dr. Cerebro Pack,2012-06-12,19.99,False,2 user reviews,0.0
['Action'],Saints Row: The Third Witches &amp; Wieners Pack,2012-06-12,2.99,False,Positive,0.0
['Action'],Psychonauts Original Score,2012-05-24,4.99,False,2 user reviews,0.0
['Action'],Psychonauts Original Soundtrack,2012-05-24,4.99,False,1 user reviews,0.0
"['Action', 'Simulation', 'Strategy']",Iron Front: Digital War Edition,2012-05-25,14.99,False,Mixed,55.0
['RPG'],Risen 2: Dark Waters - Air Temple DLC,2012-05-25,4.99,False,Mixed,0.0
"['Simulation', 'Strategy']",Stronghold 3 Gold,2012-05-25,29.99,False,Mostly Negative,0.0
['Action'],Conflict Desert Storm™,2002-09-13,6.99,False,Very Positive,56.0
"['Action', 'Adventure', 'RPG', 'Indie']",Binding of Isaac: Wrath of the Lamb,2012-05-28,2.99,False,Overwhelmingly Positive,0.0
"['Strategy', 'Indie']",Frozen Synapse: Red DLC,2012-05-29,9.99,False,9 user reviews,0.0
['Strategy'],Total War: Shogun 2 - Fall of the Samurai – The Tsu Faction Pack,2012-05-30,2.99,False,Sin comentarios,0.0
['Strategy'],Total War: Shogun 2 - Fall of the Samurai – The Obama Faction Pack,2012-05-30,2.99,False,Sin comentarios,0.0
['Strategy'],Total War: Shogun 2 - Fall of the Samurai – The Saga Faction Pack,2012-05-30,2.99,False,Sin comentarios,0.0
"['Strategy', 'Indie']",Oil Rush OST,2012-05-30,1.99,False,1 user reviews,0.0
"['Strategy', 'Indie']",Oil Rush Tower Defense Map Pack,2012-05-30,0.99,False,Sin comentarios,0.0
"['Adventure', 'Indie', 'RPG']",Tsukumogami,2012-05-31,29.99,False,Positive,0.0
"['Adventure', 'Indie', 'RPG']",Magical Diary: Horse Hall,2012-05-31,14.99,False,Very Positive,0.0
['Strategy'],Total War: Shogun 2 - Fall of the Samurai – The Sendai Faction Pack,2012-05-30,2.99,False,Sin comentarios,0.0
['Action'],Saints Row: The Third - Penthouse Pack,2012-05-22,2.99,False,Mixed,0.0
['Strategy'],Defenders of Ardania: The Conjurer's Tricks,2012-05-22,2.99,False,1 user reviews,0.0
"['Action', 'Adventure']",Alan Wake's American Nightmare,2012-05-22,9.99,False,Mostly Positive,73.0
"['Action', 'Simulation']",Thief™ II: The Metal Age,2000-03-21,6.99,False,Very Positive,87.0
"['Action', 'Adventure']",Batman: Arkham City - Game of the Year Edition,2012-09-07,19.99,False,Overwhelmingly Positive,91.0
"['Action', 'Simulation']",Thief™ Gold,1998-11-30,6.99,False,Very Positive,92.0
"['Strategy', 'RPG', 'Indie']",Dungeon Defenders: Summoner Hero DLC,2012-05-23,3.99,False,Positive,0.0
"['Strategy', 'Indie', 'Casual']",Fieldrunners,2012-05-24,4.99,False,Mostly Positive,0.0
"['Action', 'Strategy', 'Indie', 'Casual']",Swords and Soldiers - Super Saucy Sausage Fest DLC,2012-05-24,1.99,False,2 user reviews,0.0
"['Action', 'Simulation', 'Strategy']",Port Royale 3,2012-05-04,14.99,False,Mixed,0.0
"['Casual', 'Indie', 'Strategy']",Ticket to Ride - Switzerland,2012-05-24,1.99,False,4 user reviews,0.0
"['Adventure', 'Casual', 'Indie']",Botanicula,2012-05-07,9.99,False,Overwhelmingly Positive,82.0
['Racing'],Ridge Racer™ Unbounded - Ridge Racer™ Type 4 Machine and  El Mariachi Pack,2012-05-24,1.99,False,3 user reviews,0.0
"['Action', 'Adventure', 'Indie']",Dynamite Jack,2012-05-10,9.99,False,Very Positive,0.0
['Racing'],Ridge Racer™ Unbounded - Ridge Racer™ 1 Machine and the Hearse Pack,2012-05-10,1.99,False,1 user reviews,0.0
['Action'],Nexuiz,2012-05-10,9.99,False,Mixed,54.0
['Action'],Street Fighter X Tekken,2012-05-11,29.99,False,Mixed,79.0
"['RPG', 'Indie']",Avernum 5,2012-05-11,4.99,False,Mostly Positive,0.0
['Simulation'],Train Simulator: BNSF SD75 Loco Add-On,2012-05-10,7.99,False,Positive,0.0
"['RPG', 'Indie']",Avernum 6,2012-05-11,4.99,False,Positive,0.0
"['RPG', 'Indie']",Avernum 4,2012-05-11,4.99,False,Positive,0.0
"['Adventure', 'Indie']",Offspring Fling!,2012-05-11,7.99,False,Very Positive,79.0
"['Adventure', 'Casual', 'Indie']",The Dream Machine: Chapter 3,2012-05-11,4.99,False,7 user reviews,0.0
"['Adventure', 'Casual', 'Indie']",The Dream Machine: Chapter 1 &amp; 2,2012-05-11,3.99,False,Very Positive,75.0
['Strategy'],Anno 2070™  - The E.V.E. Package,2012-05-14,0.99,False,4 user reviews,0.0
['Strategy'],Anno 2070™ - The Silent Running Package,2012-05-14,0.99,False,3 user reviews,0.0
['Strategy'],Anno 2070™  - The Nordamark Line Package,2012-05-14,3.99,False,Sin comentarios,0.0
['Adventure'],Sonic the Hedgehog 4 - Episode II,2012-05-15,9.99,False,Very Positive,54.0
"['Adventure', 'Indie', 'Casual']",MacGuffin's Curse,2012-04-19,9.99,False,Positive,73.0
"['Action', 'Adventure']",Blades of Time,2012-04-20,9.99,False,Very Positive,63.0
"['Action', 'Indie']",Xotic DLC: Temple Crypt Expansion Pack,2012-04-19,1.99,False,Sin comentarios,0.0
"['Action', 'Adventure']",Blades of Time - Dismal Swamp DLC,2012-04-20,2.99,False,8 user reviews,0.0
"['Adventure', 'Casual']",Sherlock Holmes and The Hound of The Baskervilles,2010-11-11,9.99,False,Very Positive,0.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Lone Survivor: The Director's Cut,2012-04-23,14.99,False,Very Positive,81.0
"['Indie', 'Strategy']",DEFCON Soundtrack,2012-04-24,3.99,False,7 user reviews,0.0
['Adventure'],The Walking Dead,2012-04-24,24.99,False,Overwhelmingly Positive,82.0
['Strategy'],Defenders of Ardania: Battlemagic,2012-04-24,1.99,False,2 user reviews,0.0
"['Indie', 'Strategy']",Darwinia Soundtrack,2012-04-24,3.99,False,4 user reviews,0.0
"['Action', 'Adventure', 'Racing']",Fireburst,2012-04-25,9.99,False,Mixed,59.0
"['Action', 'Adventure', 'Indie']",A Valley Without Wind,2012-04-24,14.99,False,Mixed,54.0
"['Action', 'Indie']",Noitu Love 2: Devolution,2012-04-23,4.99,False,Very Positive,80.0
['Strategy'],Warlock - Master of the Arcane,2012-05-08,24.99,False,Very Positive,71.0
['Action'],Saints Row: The Third - Nyte Blayde Pack,2012-04-10,2.99,False,Mostly Positive,0.0
['Strategy'],Naval War: Arctic Circle,2012-04-10,19.99,False,Mixed,64.0
['Action'],Saints Row: The Third - Special Ops Vehicle Pack,2012-04-10,2.99,False,Mostly Positive,0.0
"['Adventure', 'Indie', 'RPG']",Legend of Grimrock,2012-04-11,14.99,False,Very Positive,82.0
"['Action', 'Indie', 'Strategy']",Stellar Impact,2012-04-12,9.99,False,Mostly Negative,74.0
['Simulation'],Cities in Motion: Ulm,2012-04-12,1.99,False,5 user reviews,0.0
"['Strategy', 'RPG', 'Indie']",Avernum: Escape From the Pit,2012-04-11,9.99,False,Very Positive,76.0
"['Action', 'Indie', 'Strategy']",Stellar Impact - Support Ship DLC,2012-04-12,1.99,False,Sin comentarios,0.0
"['Action', 'Indie', 'Strategy']",Stellar Impact - Carrier Ship DLC,2012-04-12,1.99,False,Sin comentarios,0.0
"['Action', 'Indie', 'Strategy']",Stellar Impact - Artillery Ship DLC,2012-04-12,1.99,False,Sin comentarios,0.0
"['Action', 'Strategy']",Men of War: Condemned Heroes,2012-04-12,7.99,False,Mixed,57.0
"['Strategy', 'RPG', 'Indie']",Dungeon Defenders: City in the Cliffs Mission Pack,2012-04-13,1.99,False,7 user reviews,0.0
['Simulation'],Train Simulator: E18 Loco Add-On,2012-04-12,12.99,False,9 user reviews,0.0
"['Adventure', 'Indie']",Superbrothers: Sword &amp; Sworcery EP,2012-04-16,7.99,False,Very Positive,0.0
['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,2011-05-17,19.99,False,Very Positive,88.0
"['Action', 'Adventure', 'Indie']",Insanely Twisted Shadow Planet,2012-04-17,14.99,False,Very Positive,76.0
"['Action', 'RPG']",Kingdoms of Amalur: Reckoning - Teeth of Naros,2012-04-17,9.99,False,Positive,0.0
['Strategy'],DLC - Crusader Kings II: Ruler Designer,2012-04-18,4.99,False,Mostly Negative,0.0
['Strategy'],Crusader Kings II: Songs of Faith,2012-04-18,1.99,False,8 user reviews,0.0
['Strategy'],Crusader Kings II: Songs of Albion,2012-04-18,1.99,False,8 user reviews,0.0
['Strategy'],Crusader Kings II: Songs of the Holy Land,2012-04-18,1.99,False,6 user reviews,0.0
['Action'],Deep Black: Reloaded,2012-04-18,29.99,False,Mostly Negative,39.0
['Action'],Sniper Elite V2,2012-04-30,19.99,False,Very Positive,66.0
"['Action', 'RPG']",Mount &amp; Blade: Warband - Napoleonic Wars,2012-04-19,9.99,False,Very Positive,83.0
"['Action', 'Indie']",All Zombies Must Die!: Scorepocalypse,2012-04-19,4.99,False,Mixed,0.0
"['Casual', 'Strategy']",Crazy Machines Elements DLC - Gadget Fun &amp; Tricky Riddles,2012-03-23,2.99,False,Sin comentarios,0.0
"['Strategy', 'RPG', 'Indie']",Dungeon Defenders - Karathiki Jungle Mission Pack,2012-03-23,1.99,False,4 user reviews,0.0
['Strategy'],Anno 2070™ - The Distrust Series Package,2012-03-26,3.99,False,Sin comentarios,0.0
"['Adventure', 'Casual']",Midnight Mysteries: Salem Witch Trials,2012-03-28,9.99,False,Mixed,0.0
['Strategy'],Anno 2070™ - The Crisis Response Package,2012-03-26,3.99,False,2 user reviews,0.0
['Strategy'],Wargame: European Escalation,2012-02-22,9.99,False,Mostly Positive,81.0
['Strategy'],Anno 2070™ - The Central Statistical Package,2012-03-26,0.99,False,1 user reviews,0.0
['Simulation'],Train Simulator: BR Class 76 &amp; 77 Loco Add-On,2012-02-23,8.99,False,7 user reviews,0.0
['Simulation'],Ship Simulator Extremes: Ocean Cruise Ship,2012-02-23,3.99,False,Positive,0.0
"['Action', 'Indie']",Really Big Sky,2012-02-24,4.99,False,Mostly Positive,0.0
['Action'],Saints Row: The Third - Bloodsucker Pack,2012-02-27,1.99,False,Mostly Positive,0.0
"['Indie', 'Casual']",Auditorium,2012-02-28,6.99,False,Very Positive,0.0
"['Action', 'Adventure', 'Indie']",Shank 2,2012-02-07,9.99,False,Very Positive,72.0
"['Simulation', 'Strategy']",Tropico 4: Quick-dry Cement DLC,2012-02-07,2.99,False,Positive,0.0
['Action'],"Warhammer 40,000: Space Marine - Power Sword",2012-02-07,2.99,False,Mixed,0.0
"['Adventure', 'Indie']",The Blackwell Legacy,2012-01-13,4.99,False,Very Positive,80.0
"['Adventure', 'Indie']",Blackwell Deception,2012-01-13,9.99,False,Very Positive,73.0
"['Adventure', 'Indie']",Blackwell Convergence,2012-01-13,4.99,False,Very Positive,0.0
"['Action', 'Indie', 'Simulation']",Evochron Mercenary,2012-01-16,19.99,False,Mostly Positive,70.0
['Action'],Saints Row The Third - Genkibowl VII,2012-01-17,6.99,False,Very Positive,0.0
"['Action', 'Indie']",Dustforce DX,2012-01-17,9.99,False,Very Positive,79.0
['Simulation'],Cities in Motion: US Cities,2012-01-17,4.99,False,1 user reviews,0.0
"['Action', 'RPG']",Kingdoms of Amalur: Reckoning™,2012-02-07,19.99,False,Very Positive,81.0
['Simulation'],Ship Simulator Extremes: Offshore Vessel,2012-01-19,3.99,False,5 user reviews,0.0
['Action'],Sonic Generations - Casino Nights DLC,2012-01-19,19.99,False,Mostly Positive,0.0
"['Action', 'Casual', 'Indie', 'Strategy']",Unstoppable Gorg,2012-01-19,9.99,False,Mostly Positive,73.0
"['Casual', 'Indie']",Storm in a Teacup,2012-01-19,4.99,False,Very Positive,0.0
['Action'],The Darkness II,2012-02-06,29.99,False,Very Positive,77.0
"['RPG', 'Simulation', 'Strategy']",Jagged Alliance - Back in Action: Night Specialist Kit DLC,2012-02-08,1.99,False,3 user reviews,0.0
"['RPG', 'Simulation', 'Strategy']",Jagged Alliance - Back in Action: Jungle Specialist Kit DLC,2012-02-09,1.99,False,3 user reviews,0.0
"['RPG', 'Simulation', 'Strategy']",Jagged Alliance - Back in Action: Desert Specialist Kit DLC,2012-02-09,1.99,False,3 user reviews,0.0
"['Action', 'RPG']",Kingdoms of Amalur: Reckoning - Weapons &amp; Armor Bundle,2012-02-09,4.99,False,Mostly Positive,0.0
['Simulation'],Train Simulator: PRR K4 Loco Add-On,2012-02-09,8.99,False,Positive,0.0
"['Casual', 'Strategy']",Crazy Machines Elements,2011-12-06,9.99,False,Positive,0.0
['Strategy'],Anno 2070™: The Development Package,2012-02-13,3.99,False,4 user reviews,0.0
['Strategy'],Anno 2070™: The Eden Series Package,2012-02-13,3.99,False,1 user reviews,0.0
['Strategy'],Anno 2070™: The Keeper Package,2012-02-13,0.99,False,1 user reviews,0.0
['Action'],Saints Row: The Third - FUNTIME! Pack,2012-02-13,2.99,False,Mostly Positive,0.0
['Strategy'],Crusader Kings Complete,2012-02-14,9.99,False,Mixed,73.0
['Action'],Saints Row: The Third - Money Shot Pack,2012-02-13,1.99,False,Positive,0.0
"['Action', 'Indie']",Choplifter HD - Albatross Chopper,2012-02-14,0.99,False,Sin comentarios,0.0
"['Action', 'Indie']",Choplifter HD - Ostrich Chopper,2012-02-14,0.99,False,4 user reviews,0.0
"['Action', 'RPG', 'Indie']",Dungeon Defenders: Etherian Festival of Love,2012-02-14,1.99,False,8 user reviews,0.0
"['Action', 'Indie']",Choplifter HD - Arrowhead Chopper,2012-02-14,0.99,False,Sin comentarios,0.0
['Action'],"Warhammer 40,000: Space Marine - Dreadnought DLC",2012-01-24,9.99,False,Mixed,0.0
['Action'],"Warhammer 40,000: Space Marine - Death Guard Champion Chapter Pack DLC",2012-01-24,2.99,False,6 user reviews,0.0
['Action'],"Warhammer 40,000: Space Marine - Iron Hands Chapter Pack DLC",2012-01-24,2.99,False,9 user reviews,0.0
['Simulation'],The Sims™ 3 Master Suite Stuff,2012-01-24,19.99,False,9 user reviews,0.0
['Racing'],Insane 2,2012-01-24,14.99,False,Mostly Positive,0.0
"['Action', 'Adventure']",Assassin's Creed® Revelations - Mediterranean Traveler Map Pack,2012-01-25,9.99,False,Mixed,0.0
"['Action', 'Indie', 'Simulation']",SOL: Exodus,2012-01-25,7.99,False,Mixed,57.0
"['Simulation', 'Strategy']",Age of Empires® III: Complete Collection,2009-09-15,39.99,False,Very Positive,81.0
"['Action', 'Indie']",A.R.E.S.: Original Soundtrack,2012-01-03,4.99,False,5 user reviews,0.0
['Adventure'],LEGO Harry Potter: Years 5-7,2012-01-05,19.99,False,Very Positive,80.0
['Action'],Choplifter HD,2012-01-11,9.99,False,Very Positive,65.0
['Strategy'],Magic 2012 Deck Pack 3,2012-01-11,2.99,False,4 user reviews,0.0
['Simulation'],Train Simulator: Ohio Steel 2 Route Add-On,2012-01-12,24.99,False,8 user reviews,0.0
"['Indie', 'Strategy']",Defense Grid: The Awakening - You Monster DLC,2011-12-07,4.99,False,Positive,0.0
['Strategy'],Europa Universalis III: Revolution SpritePack,2011-12-08,1.99,False,2 user reviews,0.0
['Strategy'],Europa Universalis III: Medieval SpritePack,2011-12-08,1.99,False,1 user reviews,0.0
['Simulation'],Train Simulator: PRR GG1 Loco Add-On,2011-12-09,8.99,False,8 user reviews,0.0
['Action'],Saints Row: The Third Z Style Pack,2011-12-09,1.99,False,Mixed,0.0
['Action'],Saints Row: The Third Explosive Combat Pack,2011-12-09,1.99,False,Positive,0.0
"['Adventure', 'Indie']",Sideway™ New York,2011-11-15,9.99,False,Mixed,71.0
['Action'],Saints Row: The Third Invincible Pack,2011-11-14,2.99,False,Mixed,0.0
['Action'],Saints Row: The Third Season Pass DLC Pack,2011-11-14,4.99,False,Sin comentarios,0.0
['Action'],Saints Row: The Third Shark Attack Pack,2011-11-14,1.99,False,Mostly Positive,0.0
['Action'],Saints Row: The Third,2011-11-14,9.99,False,Overwhelmingly Positive,84.0
"['Action', 'Indie', 'Casual']",Rochard,2011-11-15,9.99,False,Very Positive,81.0
"['Adventure', 'Indie']",Gemini Rue,2011-10-26,9.99,False,Very Positive,82.0
['Action'],Global Ops: Commando Libya,2011-10-26,4.99,False,Mostly Negative,37.0
['Action'],Renegade Ops,2011-10-26,15.0,False,Very Positive,76.0
"['Action', 'Indie']",Bunch of Heroes: Horror Pack,2011-10-27,0.99,False,1 user reviews,0.0
['Racing'],Ignite,2011-10-28,9.99,False,Mixed,59.0
['Simulation'],Take On Helicopters,2011-10-27,19.99,False,Mixed,70.0
"['Casual', 'Simulation']",Crazy Machines 2:  Halloween,2011-10-28,2.99,False,1 user reviews,0.0
['Adventure'],Dead Mountaineer's Hotel,2009-11-27,7.99,False,Mostly Negative,0.0
['Adventure'],A Stroke of Fate: Operation Valkyrie,2009-02-13,6.99,False,Mixed,0.0
['Simulation'],PT Boats: Knights of the Sea,2009-01-30,6.99,False,Mixed,0.0
['Simulation'],PT Boats: South Gambit,2010-12-10,6.99,False,Mostly Negative,0.0
"['Indie', 'Racing']",inMomentum,2011-10-31,9.99,False,Very Positive,59.0
"['Action', 'RPG']",Lord of the Rings: War in the North,2011-11-01,19.99,False,Mostly Positive,66.0
"['Action', 'Indie']",Alien Zombie Megadeath,2011-10-18,4.99,False,Positive,0.0
['Strategy'],Worms,1995-10-30,7.99,False,Very Positive,0.0
['Casual'],Worms Pinball,2011-10-19,7.99,False,Mixed,0.0
"['Action', 'Indie', 'RPG', 'Strategy']",Dungeon Defenders,2011-10-18,14.99,False,Very Positive,81.0
"['Casual', 'Strategy']",Worms Blast,2002-03-30,7.99,False,Mixed,73.0
"['Action', 'Racing', 'Sports']",Smash Cars,2011-10-18,9.99,False,Mixed,0.0
"['Action', 'Indie']",Lightfish,2011-10-19,4.99,False,Positive,0.0
['Strategy'],"Warhammer 40,000: Dawn of War II: Retribution - Death Korps of Krieg Skin Pack",2011-10-20,6.99,False,Sin comentarios,0.0
"['Sports', 'Strategy']",Worms Crazy Golf,2011-10-19,9.99,False,Very Positive,0.0
['Strategy'],"Warhammer 40,000: Dawn of War II: Retribution - Word Bearers Skin Pack",2011-10-20,6.99,False,Sin comentarios,0.0
['Action'],PAYDAY™ The Heist,2011-10-20,14.99,False,Very Positive,76.0
['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution - The Last Stand Tau Commander",2011-10-20,9.99,False,5 user reviews,0.0
"['Adventure', 'Casual', 'Indie']",Glowfish,2011-09-30,9.99,False,Positive,0.0
['Strategy'],Men of War: Assault Squad - MP Supply Pack Bravo,2011-10-03,1.99,False,4 user reviews,0.0
"['Adventure', 'Casual', 'Indie']",Hamilton's Great Adventure - Retro Fever DLC,2011-10-03,0.99,False,Sin comentarios,0.0
"['Action', 'Indie']",Steel Storm: Burning Retribution,2011-05-11,14.99,False,Very Positive,55.0
['Action'],RAGE,2011-10-03,9.99,False,Mostly Positive,79.0
"['Action', 'Indie', 'Strategy']",Orcs Must Die!,2011-10-11,9.99,False,Overwhelmingly Positive,83.0
"['Action', 'Indie']",Serious Sam Double D XXL,2011-08-30,9.99,False,Very Positive,0.0
"['Action', 'Strategy', 'Indie', 'Casual']",HOARD: Flame-Broiled SANDwich,2011-09-21,1.99,False,1 user reviews,0.0
"['RPG', 'Strategy']",Might &amp; Magic: Clash of Heroes,2011-09-22,9.99,False,Very Positive,76.0
['Action'],Call of Duty®: Black Ops - Rezurrection Content Pack,2011-09-22,14.99,False,Very Positive,0.0
['Simulation'],Train Simulator: Horseshoe Curve Route Add-On,2011-09-23,19.99,False,Mostly Positive,0.0
['RPG'],Might &amp; Magic: Clash of Heroes - I Am the Boss DLC,2011-09-22,2.99,False,7 user reviews,0.0
"['Action', 'Strategy']",Nuclear Dawn,2011-09-26,9.99,False,Very Positive,71.0
"['Action', 'RPG']",Fallout New Vegas: Courier's Stash,2011-09-27,0.99,False,Very Positive,0.0
['Strategy'],Total War: SHOGUN 2 - Rise of the Samurai Campaign,2011-09-27,9.99,False,1 user reviews,0.0
"['Action', 'RPG']",Fallout New Vegas®: Gun Runners’ Arsenal™,2011-09-27,1.99,False,Very Positive,0.0
"['RPG', 'Simulation', 'Strategy']",Dungeons - The Dark Lord,2011-09-27,19.99,False,Mostly Negative,72.0
"['Action', 'Indie']",Gundemonium Recollection,2011-09-27,3.99,False,Very Positive,0.0
"['Action', 'Indie']",Hitogata Happa,2011-09-27,3.99,False,Very Positive,0.0
"['Action', 'Indie']",GundeadliGne,2011-09-27,3.99,False,Very Positive,0.0
"['Adventure', 'Casual', 'Indie']",The Clockwork Man: The Hidden World,2011-09-23,9.99,False,Mixed,0.0
['Strategy'],Worms Ultimate Mayhem,2011-09-28,14.99,False,Very Positive,66.0
['Strategy'],A Game of Thrones - Genesis,2011-09-29,9.99,False,Mostly Negative,0.0
"['RPG', 'Strategy']",King Arthur: Fallen Champions,2011-09-16,4.99,False,Mixed,54.0
"['Action', 'Indie']",Xotic,2011-09-16,9.99,False,Very Positive,67.0
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",Demolition Inc.,2011-09-19,5.99,False,Mostly Positive,0.0
"['Action', 'RPG']",Magicka: Gamer Bundle,2011-09-18,1.99,False,Positive,0.0
"['Racing', 'Simulation', 'Sports']",F1 2011,2011-09-19,14.99,False,Mostly Positive,83.0
"['Casual', 'Indie']",Blocks That Matter,2011-08-19,4.99,False,Very Positive,72.0
"['Action', 'Indie']",Bastion: Original Soundtrack,2011-08-16,9.99,False,Very Positive,0.0
"['Action', 'Indie', 'RPG']",Bastion,2011-08-16,14.99,False,Overwhelmingly Positive,86.0
"['Action', 'Strategy', 'Indie', 'Casual']",HOARD: Dynamite Roll!,2011-08-16,2.99,False,1 user reviews,0.0
